"sigA","sigB","topo","envfilt","stat","summary","Beta_a","S_a","Stot_a","Beta_b","S_b","Stot_b","Cor_ab","N","Ntot"
"0.25","0.5","many2many","all","50%","var",0.0228843163169734,0.030625,0.4,0.00393422910441822,0.0179583333333333,0,0.000186787063951037,6.6596111111111,2663.84444444444
"0.25","0.5","many2many","all","97.5%","mean",6.88267494652356,8.212625,29.9525,3.11484656467427,6.06275,10,0.974669688308585,86.09825,1721.965
"0.25","0.5","many2many","all","97.5%","var",0.0969839237317277,0.0860388888888888,1.52666666666667,0.0165051159278948,0.0394104166666666,0.206944444444444,0.000597302749082582,27.1120784722222,10844.8313888889
"0.25","0.5","many2many","all","mean","mean",4.77833024521142,6.17135,28.466,2.20124953779364,4.6813,9.985,0.940800349909541,74.17075,1483.415
"0.25","0.5","many2many","all","mean","var",0.0284730418151168,0.0363780555555555,0.463333333333333,0.00559138612712607,0.0197716666666667,0.00877777777777778,0.000230805188234289,8.46521638888889,3386.08655555556
"0.25","0.5","many2many","all","var","mean",0.801284107924122,1.38651659343434,1.52711515151515,0.168725917084157,0.625859404040404,0.00694444444444444,0.000738314446225852,64.10490625,25641.9625
"0.25","0.5","many2many","all","var","var",0.000535288723219658,0.000414129799460656,0.164824791121087,3.9325110239541e-05,8.01860048010974e-05,0.00189124579124579,3.42200266679276e-08,52.5054398284589,8400870.37255342
"0.25","0.5","many2many","none","2.5%","mean",1.07818098288932,26.76725,30,1,9.935,10,NA,94.96475,1899.295
"0.25","0.5","many2many","none","2.5%","var",4.34187429211062e-05,0.0251055555555555,0,0,0,0,NA,0.0818548611111108,32.7419444444444
"0.25","0.5","many2many","none","50%","mean",1.09586279847101,27.3775,30,1.00100502512563,9.99,10,NA,95.2425,1904.85
"0.25","0.5","many2many","none","50%","var",0.000162603054594712,0.101722222222222,0,4.48922445841739e-06,0.000444444444444457,0,NA,0.216638888888889,86.6555555555556
"0.25","0.5","many2many","none","97.5%","mean",1.12086201050893,27.828375,30,1.00656590134181,10,10,NA,95.44025,1908.805
"0.25","0.5","many2many","none","97.5%","var",0.000294359576142216,0.181554861111111,0,3.67886810034019e-05,0.00357222222222223,0,NA,0.46238611111111,184.954444444444
"0.25","0.5","many2many","none","mean","mean",1.09597627939782,27.3789,30,1.00153694255064,9.98475,10,NA,95.21805,1904.361
"0.25","0.5","many2many","none","mean","var",0.000164180485016698,0.102190555555556,0,7.27809312588814e-06,0.000712500000000006,0,NA,0.236681944444444,94.6727777777778
"0.25","0.5","many2many","none","var","mean",0.000119455865061215,0.0738164545454546,0,3.1808798171397e-06,0.000311805555555555,0,NA,0.019720148989899,7.88805959595958
"0.25","0.5","many2many","none","var","var",5.39530871619286e-09,0.00202927986687866,0,8.97891755653989e-11,8.42910197655562e-07,0,NA,0.0109432029301502,1750.91246882404
"0.25","0.5","many2many","opposite","2.5%","mean",1.79869641384435,10.737,29.5475,1.1312199679275,5.9635,10,0.49749444475967,81.169875,1623.3975
"0.25","0.5","many2many","opposite","2.5%","var",0.000419579575371558,0.0153888888888889,0,9.13457548679062e-05,0.00338611111111113,0,0.000221904478324197,0.0994749999999994,39.79
"0.25","0.5","many2many","opposite","50%","mean",2.22746011684109,13.4275,30,1.34675736650147,7.4275,10,0.774435666862468,90.505,1810.1
