"o","mra","mrb","stat","summary","env","measure","cor_a","cor_b"
"0.5","20","20","50%","var",2,"S",0.00213533035247755,0.00451246573286447
"0.5","20","20","97.5%","mean",1,"jaccard",0.3329132739242,0.846779602216388
"0.5","20","20","97.5%","mean",1,"N",0.184013929802655,0.184013929802655
"0.5","20","20","97.5%","mean",1,"rda",0.135470054867163,0.449906913777257
"0.5","20","20","97.5%","mean",1,"S",0.434393932590206,0.690762008160103
"0.5","20","20","97.5%","mean",2,"jaccard",0.933074735749045,0.639429097665612
"0.5","20","20","97.5%","mean",2,"N",0.189530458901274,0.189530458901274
"0.5","20","20","97.5%","mean",2,"rda",0.503331471067505,0.281772623919686
"0.5","20","20","97.5%","mean",2,"S",0.793240525175431,0.596792120422407
"0.5","20","20","97.5%","var",1,"jaccard",0.00394067484956616,0.00901815905819224
"0.5","20","20","97.5%","var",1,"N",0.11022232019501,0.11022232019501
"0.5","20","20","97.5%","var",1,"rda",0.000402110298582364,0.00455357028295063
"0.5","20","20","97.5%","var",1,"S",0.00961593421279444,0.0189520434161669
"0.5","20","20","97.5%","var",2,"jaccard",0.00115339772816872,0.00927711584009029
"0.5","20","20","97.5%","var",2,"N",0.113785029937037,0.113785029937037
"0.5","20","20","97.5%","var",2,"rda",0.00139243803432287,0.00355168097627813
"0.5","20","20","97.5%","var",2,"S",0.00803435147159908,0.015485459088399
"0.5","20","20","mean","mean",1,"jaccard",0.0413094450917169,0.611441348277026
"0.5","20","20","mean","mean",1,"N",0.00973355893929609,0.00973355893929609
"0.5","20","20","mean","mean",1,"rda",0.0619599455456435,0.26580246333289
"0.5","20","20","mean","mean",1,"S",0.00499636552660177,0.0681049435328115
"0.5","20","20","mean","mean",2,"jaccard",0.893415953742939,0.297273746739557
"0.5","20","20","mean","mean",2,"N",0.0109278015737126,0.0109278015737126
"0.5","20","20","mean","mean",2,"rda",0.374073320997686,0.146619331874831
"0.5","20","20","mean","mean",2,"S",-0.0204771833630136,-0.0464798527332154
"0.5","20","20","mean","var",1,"jaccard",0.00154865218839319,0.00238197782867988
"0.5","20","20","mean","var",1,"N",0.0509598807301162,0.0509598807301162
"0.5","20","20","mean","var",1,"rda",0.000142782483456407,0.00143162310181728
"0.5","20","20","mean","var",1,"S",0.00360992062355823,0.00560537168895638
"0.5","20","20","mean","var",2,"jaccard",0.000385388987546821,0.00325670782699707
"0.5","20","20","mean","var",2,"N",0.0554724690704178,0.0554724690704178
"0.5","20","20","mean","var",2,"rda",0.000637935841911822,0.000951060177020946
"0.5","20","20","mean","var",2,"S",0.00268321297294634,0.00550689400595057
"0.5","20","20","var","mean",1,"jaccard",0.0163550824540455,0.0199965742667105
"0.5","20","20","var","mean",1,"N",0.00660392438283826,0.00660392438283826
"0.5","20","20","var","mean",1,"rda",0.000844673001770377,0.00729619775083883
"0.5","20","20","var","mean",1,"S",0.0594296859579132,0.123355054736736
"0.5","20","20","var","mean",2,"jaccard",0.000686264419668125,0.0350679029939024
"0.5","20","20","var","mean",2,"N",0.0105904026137421,0.0105904026137421
"0.5","20","20","var","mean",2,"rda",0.00331847421879068,0.00401480275671407
"0.5","20","20","var","mean",2,"S",0.205594807846969,0.116653696135523
"0.5","20","20","var","var",1,"jaccard",1.16300846575333e-06,6.688676275323e-06
"0.5","20","20","var","var",1,"N",0.000616824300706247,0.000616824300706247
"0.5","20","20","var","var",1,"rda",9.50240711286311e-09,1.03431716306757e-06
"0.5","20","20","var","var",1,"S",5.81439330741629e-06,2.52474802197975e-05
"0.5","20","20","var","var",2,"jaccard",1.14371671219787e-07,7.44102910258389e-06
"0.5","20","20","var","var",2,"N",0.000699729309056383,0.000699729309056383
"0.5","20","20","var","var",2,"rda",1.20239747621468e-07,8.36484887807329e-07
"0.5","20","20","var","var",2,"S",4.02639297818713e-06,1.49944017197896e-05
"0.6","1","1","2.5%","mean",1,"jaccard",-0.147017352113186,0.256747730272517
"0.6","1","1","2.5%","mean",1,"N",-0.165472838100232,-0.165472838100232
"0.6","1","1","2.5%","mean",1,"rda",0.0320033865743985,0.138818845382501
"0.6","1","1","2.5%","mean",1,"S",-0.455676940177449,-0.677335110819068
"0.6","1","1","2.5%","mean",2,"jaccard",0.619741461426415,-0.0747425657641917
"0.6","1","1","2.5%","mean",2,"N",-0.152959284094,-0.152959284094
"0.6","1","1","2.5%","mean",2,"rda",0.202910650131929,0.0270925091241276
"0.6","1","1","2.5%","mean",2,"S",-0.645318563497151,-0.500893176690053
"0.6","1","1","2.5%","var",1,"jaccard",0.000320768571345827,0.00011964798130255
"0.6","1","1","2.5%","var",1,"N",0.0124952965604643,0.0124952965604643
"0.6","1","1","2.5%","var",1,"rda",2.80514109564847e-05,0.000157589312662492
"0.6","1","1","2.5%","var",1,"S",0.000639368899233973,0.000537329544322165
"0.6","1","1","2.5%","var",2,"jaccard",9.29400259922041e-05,0.000205043796624682
"0.6","1","1","2.5%","var",2,"N",0.0197413338332767,0.0197413338332767
"0.6","1","1","2.5%","var",2,"rda",0.000212768434873342,4.40581936573917e-05
"0.6","1","1","2.5%","var",2,"S",0.000463757705354562,0.000733022791339777
"0.6","1","1","50%","mean",1,"jaccard",0.0413330827801081,0.681194909515345
"0.6","1","1","50%","mean",1,"N",-0.010519490131821,-0.010519490131821
"0.6","1","1","50%","mean",1,"rda",0.0596791172503418,0.297009986635556
"0.6","1","1","50%","mean",1,"S",0.0405191341487004,0.0464565549773672
"0.6","1","1","50%","mean",2,"jaccard",0.833290703461715,0.253646367578143
"0.6","1","1","50%","mean",2,"N",-0.00393331447302118,-0.00393331447302118
"0.6","1","1","50%","mean",2,"rda",0.340063255649362,0.107843526591155
"0.6","1","1","50%","mean",2,"S",0.0251989145995634,0.037301818916466
"0.6","1","1","50%","var",1,"jaccard",0.00141072732216705,0.00105065756876389
"0.6","1","1","50%","var",1,"N",0.0473506637691347,0.0473506637691347
"0.6","1","1","50%","var",1,"rda",0.000131976991125578,0.000934483263776319
"0.6","1","1","50%","var",1,"S",0.00271341861760091,0.00269409304139989
"0.6","1","1","50%","var",2,"jaccard",0.000487406684762859,0.00182123771130491
"0.6","1","1","50%","var",2,"N",0.0514321910962439,0.0514321910962439
"0.6","1","1","50%","var",2,"rda",0.000633645870773059,0.000385318239982424
"0.6","1","1","50%","var",2,"S",0.00191917724500686,0.00350608957817467
"0.6","1","1","97.5%","mean",1,"jaccard",0.406759281649254,0.876595088999843
"0.6","1","1","97.5%","mean",1,"N",0.149856603395329,0.149856603395329
"0.6","1","1","97.5%","mean",1,"rda",0.112540681477934,0.525058776973626
"0.6","1","1","97.5%","mean",1,"S",0.424682799812087,0.71014838388774
"0.6","1","1","97.5%","mean",2,"jaccard",0.914299596327445,0.676429668978614
"0.6","1","1","97.5%","mean",2,"N",0.164587503199765,0.164587503199765
"0.6","1","1","97.5%","mean",2,"rda",0.439890508139815,0.256699411301209
"0.6","1","1","97.5%","mean",2,"S",0.742779331472365,0.578235498664086
"0.6","1","1","97.5%","var",1,"jaccard",0.00844949877515138,0.00742327713274743
"0.6","1","1","97.5%","var",1,"N",0.103158611171667,0.103158611171667
"0.6","1","1","97.5%","var",1,"rda",0.000390283927079556,0.00354545592522999
"0.6","1","1","97.5%","var",1,"S",0.0203063240519406,0.018669956654983
"0.6","1","1","97.5%","var",2,"jaccard",0.00406713628499055,0.00740814908805754
"0.6","1","1","97.5%","var",2,"N",0.106699026476765,0.106699026476765
"0.6","1","1","97.5%","var",2,"rda",0.00220652720676618,0.00283276588936112
"0.6","1","1","97.5%","var",2,"S",0.0145737539756395,0.0172040402997598
"0.6","1","1","mean","mean",1,"jaccard",0.0692723495512403,0.653053789203576
"0.6","1","1","mean","mean",1,"N",0.000469155531645817,0.000469155531645817
"0.6","1","1","mean","mean",1,"rda",0.064211084978981,0.305436418442472
"0.6","1","1","mean","mean",1,"S",0.0251063301091227,-0.00118500775027867
"0.6","1","1","mean","mean",2,"jaccard",0.818400705831725,0.243259438258187
"0.6","1","1","mean","mean",2,"N",-0.00427214011796823,-0.00427214011796823
"0.6","1","1","mean","mean",2,"rda",0.33133781314467,0.117676318890358
"0.6","1","1","mean","mean",2,"S",0.0311391253840962,0.0487714856451185
"0.6","1","1","mean","var",1,"jaccard",0.00211526330688591,0.00164046534128872
"0.6","1","1","mean","var",1,"N",0.0494530610184421,0.0494530610184421
"0.6","1","1","mean","var",1,"rda",0.000161297199217523,0.00129835248933133
"0.6","1","1","mean","var",1,"S",0.00511052377920162,0.00457502531638351
"0.6","1","1","mean","var",2,"jaccard",0.000905707712111308,0.00238214589737978
"0.6","1","1","mean","var",2,"N",0.0554713547410137,0.0554713547410137
"0.6","1","1","mean","var",2,"rda",0.000757827105529294,0.000750223385548692
"0.6","1","1","mean","var",2,"S",0.00350377605818356,0.00447464814553734
"0.6","1","1","var","mean",1,"jaccard",0.0238558759620602,0.0229136198548259
"0.6","1","1","var","mean",1,"N",0.00677639230401069,0.00677639230401069
"0.6","1","1","var","mean",1,"rda",0.000702554854840442,0.0118443600687783
"0.6","1","1","var","mean",1,"S",0.0591888350668624,0.169054968674239
"0.6","1","1","var","mean",2,"jaccard",0.00571408185505467,0.0402924522871346
"0.6","1","1","var","mean",2,"N",0.00911817189684193,0.00911817189684193
"0.6","1","1","var","mean",2,"rda",0.00392011332426734,0.00417991201070642
"0.6","1","1","var","mean",2,"S",0.152246647593763,0.0767852272408199
"0.6","1","1","var","var",1,"jaccard",5.02190495733801e-06,3.68085357305945e-06
"0.6","1","1","var","var",1,"N",0.00064476835106075,0.00064476835106075
"0.6","1","1","var","var",1,"rda",1.21918461415363e-08,9.80580627065077e-07
"0.6","1","1","var","var",1,"S",3.43091230951716e-05,2.07958867354254e-05
"0.6","1","1","var","var",2,"jaccard",2.37653029246676e-06,5.79640856810672e-06
"0.6","1","1","var","var",2,"N",0.000687784714925709,0.000687784714925709
"0.6","1","1","var","var",2,"rda",2.35730561752228e-07,1.32685187765764e-06
"0.6","1","1","var","var",2,"S",1.81594904355911e-05,1.82792440379245e-05
"0.6","1","10","2.5%","mean",1,"jaccard",-0.138108459758478,0.317219178248632
"0.6","1","10","2.5%","mean",1,"N",-0.164213208390841,-0.164213208390841
"0.6","1","10","2.5%","mean",1,"rda",0.028070751342623,0.16125301062569
"0.6","1","10","2.5%","mean",1,"S",-0.387443878082845,-0.794521105004257
"0.6","1","10","2.5%","mean",2,"jaccard",0.684490789702028,-0.0571735472952335
"0.6","1","10","2.5%","mean",2,"N",-0.167034051757388,-0.167034051757388
"0.6","1","10","2.5%","mean",2,"rda",0.195321136627782,0.0304320062624546
"0.6","1","10","2.5%","mean",2,"S",-0.616241582191641,-0.405450684167948
"0.6","1","10","2.5%","var",1,"jaccard",0.000340282108452868,0.000180290439330997
"0.6","1","10","2.5%","var",1,"N",0.0156680764287241,0.0156680764287241
"0.6","1","10","2.5%","var",1,"rda",3.07967599380676e-05,0.000256012661440343
"0.6","1","10","2.5%","var",1,"S",0.000686636962599294,0.000480484812146191
"0.6","1","10","2.5%","var",2,"jaccard",0.000114378879402442,0.000415664569817224
"0.6","1","10","2.5%","var",2,"N",0.0206712185124409,0.0206712185124409
"0.6","1","10","2.5%","var",2,"rda",0.000176753133661631,7.08089739180664e-05
"0.6","1","10","2.5%","var",2,"S",0.000409478493254507,0.0010532920456013
"0.6","1","10","50%","mean",1,"jaccard",0.0377903490303784,0.707368165395682
"0.6","1","10","50%","mean",1,"N",-0.00488213533231413,-0.00488213533231413
"0.6","1","10","50%","mean",1,"rda",0.0529049597748602,0.304256366206876
"0.6","1","10","50%","mean",1,"S",-0.00427576936679071,-0.0360408069248909
"0.6","1","10","50%","mean",2,"jaccard",0.849892036166676,0.225241452414721
"0.6","1","10","50%","mean",2,"N",0.014826080535434,0.014826080535434
"0.6","1","10","50%","mean",2,"rda",0.340260021199399,0.106955801140904
"0.6","1","10","50%","mean",2,"S",0.183091566630505,0.0692076185878374
"0.6","1","10","50%","var",1,"jaccard",0.00153425768986166,0.00134977513892126
"0.6","1","10","50%","var",1,"N",0.0480168641304024,0.0480168641304024
"0.6","1","10","50%","var",1,"rda",0.000125117719489861,0.00112405900163835
"0.6","1","10","50%","var",1,"S",0.00304633908542831,0.00387098600956825
"0.6","1","10","50%","var",2,"jaccard",0.000457773526618209,0.0017858148074012
"0.6","1","10","50%","var",2,"N",0.0483332864457228,0.0483332864457228
"0.6","1","10","50%","var",2,"rda",0.000626612752249413,0.000501749591508471
"0.6","1","10","50%","var",2,"S",0.00220356765707797,0.00366768412937225
"0.6","1","10","97.5%","mean",1,"jaccard",0.377698284172001,0.872786262086995
"0.6","1","10","97.5%","mean",1,"N",0.133897063766823,0.133897063766823
"0.6","1","10","97.5%","mean",1,"rda",0.129426442770418,0.495126092830052
"0.6","1","10","97.5%","mean",1,"S",0.348995380656926,0.734085354609098
"0.6","1","10","97.5%","mean",2,"jaccard",0.915538126658253,0.595695384991952
"0.6","1","10","97.5%","mean",2,"N",0.183989943713822,0.183989943713822
"0.6","1","10","97.5%","mean",2,"rda",0.473275570274894,0.222542317127527
"0.6","1","10","97.5%","mean",2,"S",0.788972746204331,0.485030845451434
"0.6","1","10","97.5%","var",1,"jaccard",0.00706244695070224,0.00602952981081075
"0.6","1","10","97.5%","var",1,"N",0.105440325456508,0.105440325456508
"0.6","1","10","97.5%","var",1,"rda",0.00046300427328759,0.00316560149251809
"0.6","1","10","97.5%","var",1,"S",0.016648328148239,0.0200709549320703
"0.6","1","10","97.5%","var",2,"jaccard",0.00262826617318795,0.0114974210549002
"0.6","1","10","97.5%","var",2,"N",0.0944330443897019,0.0944330443897019
"0.6","1","10","97.5%","var",2,"rda",0.00167404510770742,0.00277555301870802
"0.6","1","10","97.5%","var",2,"S",0.0112584736668638,0.0138269725148679
"0.6","1","10","mean","mean",1,"jaccard",0.0483584320190191,0.662269881063657
"0.6","1","10","mean","mean",1,"N",-0.0135678886825368,-0.0135678886825368
"0.6","1","10","mean","mean",1,"rda",0.0596088657283032,0.313566076103139
"0.6","1","10","mean","mean",1,"S",-0.00994808689963975,-0.0393524095256977
"0.6","1","10","mean","mean",2,"jaccard",0.829662958947701,0.22176548360038
"0.6","1","10","mean","mean",2,"N",0.00983829796229118,0.00983829796229118
"0.6","1","10","mean","mean",2,"rda",0.335006640688171,0.110267175120787
"0.6","1","10","mean","mean",2,"S",0.137945788708586,0.0498998275159375
"0.6","1","10","mean","var",1,"jaccard",0.00208349808253087,0.00177396837557328
"0.6","1","10","mean","var",1,"N",0.0515361607268118,0.0515361607268118
"0.6","1","10","mean","var",1,"rda",0.000155472033961561,0.00131891892518244
"0.6","1","10","mean","var",1,"S",0.00430971188514327,0.00478037381995247
"0.6","1","10","mean","var",2,"jaccard",0.000743397976314916,0.00267230460017454
"0.6","1","10","mean","var",2,"N",0.0505677758561175,0.0505677758561175
"0.6","1","10","mean","var",2,"rda",0.000703427700897919,0.000684196985703585
"0.6","1","10","mean","var",2,"S",0.00331878649825456,0.00472269112973341
"0.6","1","10","var","mean",1,"jaccard",0.0169378123669528,0.0200790528377853
"0.6","1","10","var","mean",1,"N",0.00589028539392175,0.00589028539392175
"0.6","1","10","var","mean",1,"rda",0.00061118028577729,0.00793473042168479
"0.6","1","10","var","mean",1,"S",0.0377481124208081,0.192849273385991
"0.6","1","10","var","mean",2,"jaccard",0.00471030202835208,0.0345232470300362
"0.6","1","10","var","mean",2,"N",0.0116533973553183,0.0116533973553183
"0.6","1","10","var","mean",2,"rda",0.00540351615359671,0.002786216979188
"0.6","1","10","var","mean",2,"S",0.161177540850962,0.0638874829858967
"0.6","1","10","var","var",1,"jaccard",3.46874767174866e-06,2.70736097415854e-06
"0.6","1","10","var","var",1,"N",0.000602870203851223,0.000602870203851223
"0.6","1","10","var","var",1,"rda",1.74463099446449e-08,6.82229649836501e-07
"0.6","1","10","var","var",1,"S",1.79720445932957e-05,2.90421222771291e-05
"0.6","1","10","var","var",2,"jaccard",1.37265135503725e-06,7.6864053321235e-06
"0.6","1","10","var","var",2,"N",0.000448087450505562,0.000448087450505562
"0.6","1","10","var","var",2,"rda",1.51115773361213e-07,4.16258736640532e-07
"0.6","1","10","var","var",2,"S",9.39492987096932e-06,2.35571542867233e-05
"0.6","1","20","2.5%","mean",1,"jaccard",-0.180573160869857,0.332119052844342
"0.6","1","20","2.5%","mean",1,"N",-0.12926696634645,-0.12926696634645
"0.6","1","20","2.5%","mean",1,"rda",0.0260174329529797,0.165307283940038
"0.6","1","20","2.5%","mean",1,"S",-0.358047759349963,-0.698193964188682
"0.6","1","20","2.5%","mean",2,"jaccard",0.676205569585788,-0.0939113916325416
"0.6","1","20","2.5%","mean",2,"N",-0.173564143645081,-0.173564143645081
"0.6","1","20","2.5%","mean",2,"rda",0.210509755290134,0.027862465893172
"0.6","1","20","2.5%","mean",2,"S",-0.632328618955882,-0.558385994394096
"0.6","1","20","2.5%","var",1,"jaccard",0.000331921861807404,0.000197959431733424
"0.6","1","20","2.5%","var",1,"N",0.0164597690970974,0.0164597690970974
"0.6","1","20","2.5%","var",1,"rda",3.23480093720665e-05,0.000290509975601332
"0.6","1","20","2.5%","var",1,"S",0.000722680903382319,0.00075044347273821
"0.6","1","20","2.5%","var",2,"jaccard",9.68754352572989e-05,0.000304916827463469
"0.6","1","20","2.5%","var",2,"N",0.0198951906817814,0.0198951906817814
"0.6","1","20","2.5%","var",2,"rda",0.000187013974355167,9.66043097238733e-05
"0.6","1","20","2.5%","var",2,"S",0.000252420580030671,0.000639520776748139
"0.6","1","20","50%","mean",1,"jaccard",0.036129010444745,0.700664167852154
"0.6","1","20","50%","mean",1,"N",-0.0161038679837922,-0.0161038679837922
"0.6","1","20","50%","mean",1,"rda",0.0534246149558823,0.29247353745299
"0.6","1","20","50%","mean",1,"S",0.0211964232220148,-0.0445869607443391
"0.6","1","20","50%","mean",2,"jaccard",0.833189179627653,0.183871185118235
"0.6","1","20","50%","mean",2,"N",-0.00819625743535501,-0.00819625743535501
"0.6","1","20","50%","mean",2,"rda",0.325145216490743,0.097655222847097
"0.6","1","20","50%","mean",2,"S",-0.0991334983109184,-0.0235092721836441
"0.6","1","20","50%","var",1,"jaccard",0.00144217282740735,0.000791963966172379
"0.6","1","20","50%","var",1,"N",0.0476623618323316,0.0476623618323316
"0.6","1","20","50%","var",1,"rda",0.000133274667979347,0.00133293565359135
"0.6","1","20","50%","var",1,"S",0.00322992046152832,0.0033042988903067
"0.6","1","20","50%","var",2,"jaccard",0.000483702130180649,0.00160593100194007
"0.6","1","20","50%","var",2,"N",0.0494156642590217,0.0494156642590217
"0.6","1","20","50%","var",2,"rda",0.000567131800037413,0.000404700625925982
"0.6","1","20","50%","var",2,"S",0.00245304036335655,0.00280560636636626
"0.6","1","20","97.5%","mean",1,"jaccard",0.357714796383413,0.831226259255663
"0.6","1","20","97.5%","mean",1,"N",0.124696741869227,0.124696741869227
"0.6","1","20","97.5%","mean",1,"rda",0.15301354588837,0.497787027869922
"0.6","1","20","97.5%","mean",1,"S",0.464108014079962,0.804321758351292
"0.6","1","20","97.5%","mean",2,"jaccard",0.901313136999033,0.632495668530862
"0.6","1","20","97.5%","mean",2,"N",0.131151289733308,0.131151289733308
"0.6","1","20","97.5%","mean",2,"rda",0.477637228419479,0.215025974639889
"0.6","1","20","97.5%","mean",2,"S",0.619905340189023,0.533139631273086
"0.6","1","20","97.5%","var",1,"jaccard",0.00865106964635398,0.00475281668488775
"0.6","1","20","97.5%","var",1,"N",0.106140744339562,0.106140744339562
"0.6","1","20","97.5%","var",1,"rda",0.000523696080201755,0.00513185029156894
"0.6","1","20","97.5%","var",1,"S",0.0146654533431466,0.0146444325853194
"0.6","1","20","97.5%","var",2,"jaccard",0.00317671614468124,0.00749686304767858
"0.6","1","20","97.5%","var",2,"N",0.117717360064074,0.117717360064074
"0.6","1","20","97.5%","var",2,"rda",0.00153710266681271,0.00166844655673752
"0.6","1","20","97.5%","var",2,"S",0.0141724703466721,0.0140990807155643
"0.6","1","20","mean","mean",1,"jaccard",0.0516396142417496,0.665042150804264
"0.6","1","20","mean","mean",1,"N",-0.00977347756202752,-0.00977347756202752
"0.6","1","20","mean","mean",1,"rda",0.0618875887948098,0.303250325832998
"0.6","1","20","mean","mean",1,"S",0.038050525053086,0.0209526619761783
"0.6","1","20","mean","mean",2,"jaccard",0.820685925817419,0.203617042284686
"0.6","1","20","mean","mean",2,"N",-0.00892564474351056,-0.00892564474351056
"0.6","1","20","mean","mean",2,"rda",0.32666163227233,0.108092534051377
"0.6","1","20","mean","mean",2,"S",-0.0407266008261347,-0.00935392936751353
"0.6","1","20","mean","var",1,"jaccard",0.00226083258033333,0.00138270815391828
"0.6","1","20","mean","var",1,"N",0.050577625538454,0.050577625538454
"0.6","1","20","mean","var",1,"rda",0.000164558259810561,0.0015901704879335
"0.6","1","20","mean","var",1,"S",0.00459036424595533,0.00449310258645159
"0.6","1","20","mean","var",2,"jaccard",0.000855436604758317,0.00229859345572923
"0.6","1","20","mean","var",2,"N",0.0533236324638908,0.0533236324638908
"0.6","1","20","mean","var",2,"rda",0.000679948075146988,0.000562391235459021
"0.6","1","20","mean","var",2,"S",0.00359128861975682,0.00408427167177923
"0.6","1","20","var","mean",1,"jaccard",0.0176161691225494,0.0178691069429951
"0.6","1","20","var","mean",1,"N",0.00533133841246918,0.00533133841246918
"0.6","1","20","var","mean",1,"rda",0.00102329767207967,0.00769351954538346
"0.6","1","20","var","mean",1,"S",0.0532884649683102,0.184672596597939
"0.6","1","20","var","mean",2,"jaccard",0.00385696609565147,0.0352992781496295
"0.6","1","20","var","mean",2,"N",0.00530348400280673,0.00530348400280673
"0.6","1","20","var","mean",2,"rda",0.00471687707334317,0.00283990617284206
"0.6","1","20","var","mean",2,"S",0.127732978849456,0.08747660488521
"0.6","1","20","var","var",1,"jaccard",4.86731067110268e-06,2.33245082068331e-06
"0.6","1","20","var","var",1,"N",0.000638464025971407,0.000638464025971407
"0.6","1","20","var","var",1,"rda",1.79491643636006e-08,1.50969722032147e-06
"0.6","1","20","var","var",1,"S",1.45081499546487e-05,1.50304400317387e-05
"0.6","1","20","var","var",2,"jaccard",1.14452108214084e-06,3.15568102467864e-06
"0.6","1","20","var","var",2,"N",0.000566306289028255,0.000566306289028255
"0.6","1","20","var","var",2,"rda",1.48613565255168e-07,1.97001675135072e-07
"0.6","1","20","var","var",2,"S",1.35150892755829e-05,1.08235512280615e-05
"0.6","10","1","2.5%","mean",1,"jaccard",-0.150490490578927,0.245614388620856
"0.6","10","1","2.5%","mean",1,"N",-0.136098583040569,-0.136098583040569
"0.6","10","1","2.5%","mean",1,"rda",0.0328565954031853,0.134071585391646
"0.6","10","1","2.5%","mean",1,"S",-0.435347789153861,-0.675228036948675
"0.6","10","1","2.5%","mean",2,"jaccard",0.817899271231681,-0.00642358008791801
"0.6","10","1","2.5%","mean",2,"N",-0.126072160551333,-0.126072160551333
"0.6","10","1","2.5%","mean",2,"rda",0.23772654334149,0.0424594403903691
"0.6","10","1","2.5%","mean",2,"S",-0.772613601268169,-0.576188740591782
"0.6","10","1","2.5%","var",1,"jaccard",0.00030931219490697,0.000141819305314772
"0.6","10","1","2.5%","var",1,"N",0.0127387243224144,0.0127387243224144
"0.6","10","1","2.5%","var",1,"rda",3.93357191144038e-05,0.000266840492018079
"0.6","10","1","2.5%","var",1,"S",0.000752294288535179,0.000627302862809011
"0.6","10","1","2.5%","var",2,"jaccard",5.33222464082699e-05,0.00034537230421725
"0.6","10","1","2.5%","var",2,"N",0.0162494049317832,0.0162494049317832
"0.6","10","1","2.5%","var",2,"rda",0.000174764485440454,0.000141663618293477
"0.6","10","1","2.5%","var",2,"S",0.000487977688187817,0.000578311831488486
"0.6","10","1","50%","mean",1,"jaccard",0.0303038012357274,0.693911972900576
"0.6","10","1","50%","mean",1,"N",-0.0072617475909549,-0.0072617475909549
"0.6","10","1","50%","mean",1,"rda",0.0577831536587999,0.274718754804067
"0.6","10","1","50%","mean",1,"S",0.033076195042122,0.0971284687429685
"0.6","10","1","50%","mean",2,"jaccard",0.889642193064852,0.252040927041106
"0.6","10","1","50%","mean",2,"N",0.00431180482878543,0.00431180482878543
"0.6","10","1","50%","mean",2,"rda",0.365884152975507,0.134792029557307
"0.6","10","1","50%","mean",2,"S",-0.0378722279442847,-0.0174772759413151
"0.6","10","1","50%","var",1,"jaccard",0.00127415590842698,0.00102927118933736
"0.6","10","1","50%","var",1,"N",0.0491577744455192,0.0491577744455192
"0.6","10","1","50%","var",1,"rda",0.000136680637743117,0.00106563223862186
"0.6","10","1","50%","var",1,"S",0.00323595536071821,0.00344563996272058
"0.6","10","1","50%","var",2,"jaccard",0.000293136187442485,0.00172786505961559
"0.6","10","1","50%","var",2,"N",0.0494844666718256,0.0494844666718256
"0.6","10","1","50%","var",2,"rda",0.00057190132039496,0.000517723120585537
"0.6","10","1","50%","var",2,"S",0.00223687107102092,0.00349463721766119
"0.6","10","1","97.5%","mean",1,"jaccard",0.343849517448079,0.83134331495652
"0.6","10","1","97.5%","mean",1,"N",0.139904890357441,0.139904890357441
"0.6","10","1","97.5%","mean",1,"rda",0.108882958760822,0.459420992468161
"0.6","10","1","97.5%","mean",1,"S",0.463133998853467,0.734541459297666
"0.6","10","1","97.5%","mean",2,"jaccard",0.935432935784905,0.6597366298371
"0.6","10","1","97.5%","mean",2,"N",0.148885618075817,0.148885618075817
"0.6","10","1","97.5%","mean",2,"rda",0.490963405134376,0.302578479178477
"0.6","10","1","97.5%","mean",2,"S",0.632494268917835,0.541818328245333
"0.6","10","1","97.5%","var",1,"jaccard",0.00408891976732608,0.00549770569121819
"0.6","10","1","97.5%","var",1,"N",0.101231710577811,0.101231710577811
"0.6","10","1","97.5%","var",1,"rda",0.000445237583235206,0.00371885294426932
"0.6","10","1","97.5%","var",1,"S",0.00920185334842585,0.0136264675663001
"0.6","10","1","97.5%","var",2,"jaccard",0.00139386350100657,0.00699592179975699
"0.6","10","1","97.5%","var",2,"N",0.101910906267507,0.101910906267507
"0.6","10","1","97.5%","var",2,"rda",0.00139084929398899,0.00239505550389441
"0.6","10","1","97.5%","var",2,"S",0.00730454920574258,0.00879035517052544
"0.6","10","1","mean","mean",1,"jaccard",0.053917321794447,0.654505473744854
"0.6","10","1","mean","mean",1,"N",-0.00298749803793073,-0.00298749803793073
"0.6","10","1","mean","mean",1,"rda",0.0620878877948907,0.286507474079035
"0.6","10","1","mean","mean",1,"S",0.0134773182212677,0.0565346671299142
"0.6","10","1","mean","mean",2,"jaccard",0.885434318998933,0.281530238601441
"0.6","10","1","mean","mean",2,"N",0.0108212469901082,0.0108212469901082
"0.6","10","1","mean","mean",2,"rda",0.368341317871943,0.141209746117698
"0.6","10","1","mean","mean",2,"S",-0.0226447956605146,-0.0276126600799651
"0.6","10","1","mean","var",1,"jaccard",0.00152771049394813,0.00162140723514036
"0.6","10","1","mean","var",1,"N",0.0520143276665918,0.0520143276665918
"0.6","10","1","mean","var",1,"rda",0.000157297710359272,0.00128290260773373
"0.6","10","1","mean","var",1,"S",0.0036373892761883,0.00446382185189033
"0.6","10","1","mean","var",2,"jaccard",0.000409074516536825,0.00236588961305715
"0.6","10","1","mean","var",2,"N",0.0510360188063808,0.0510360188063808
"0.6","10","1","mean","var",2,"rda",0.000622687501237307,0.000747903309963279
"0.6","10","1","mean","var",2,"S",0.00280330782188072,0.00380008583372406
"0.6","10","1","var","mean",1,"jaccard",0.0165937703109043,0.0241655525459323
"0.6","10","1","var","mean",1,"N",0.00446043828701762,0.00446043828701762
"0.6","10","1","var","mean",1,"rda",0.000480774001933349,0.00805228461051723
"0.6","10","1","var","mean",1,"S",0.0516273741301765,0.138398972098721
"0.6","10","1","var","mean",2,"jaccard",0.00100430051962712,0.0377425687056824
