"topo","envfilt","stat","summary","env","measure","time","cor_a","cor_b"
"one2one","opposite","2.5%","var",2,"jaccard","T8000",0.000167050980647544,0.000167050980647544
"one2one","opposite","2.5%","var",2,"N","T1000",0.00494643016069783,0.00494643016069783
"one2one","opposite","2.5%","var",2,"N","T2000",0.00960323343672136,0.00960323343672136
"one2one","opposite","2.5%","var",2,"N","T4000",0.00930694162216802,0.00930694162216802
"one2one","opposite","2.5%","var",2,"N","T8000",0.0162193918086084,0.0162193918086084
"one2one","opposite","2.5%","var",2,"rda","T1000",9.48597796367939e-05,9.48597796367945e-05
"one2one","opposite","2.5%","var",2,"rda","T2000",8.3890426389831e-05,8.38904263898307e-05
"one2one","opposite","2.5%","var",2,"rda","T4000",9.86348136423993e-05,9.86348136424001e-05
"one2one","opposite","2.5%","var",2,"rda","T8000",7.92384333939894e-05,7.92384333939892e-05
"one2one","opposite","2.5%","var",2,"S","T1000",0.000217944272285041,0.000217944272285041
"one2one","opposite","2.5%","var",2,"S","T2000",0.00031344476641013,0.00031344476641013
"one2one","opposite","2.5%","var",2,"S","T4000",0.000513050094872116,0.000513050094872116
"one2one","opposite","2.5%","var",2,"S","T8000",0.000589033992732887,0.000589033992732887
"one2one","opposite","50%","mean",1,"jaccard","T1000",0.605942424690153,0.605942424690153
"one2one","opposite","50%","mean",1,"jaccard","T2000",0.608840083627212,0.608840083627212
"one2one","opposite","50%","mean",1,"jaccard","T4000",0.610942223094596,0.610942223094596
"one2one","opposite","50%","mean",1,"jaccard","T8000",0.610337942988545,0.610337942988545
"one2one","opposite","50%","mean",1,"N","T1000",-0.00791038603461469,-0.00791038603461469
"one2one","opposite","50%","mean",1,"N","T2000",-0.00230910784181992,-0.00230910784181992
"one2one","opposite","50%","mean",1,"N","T4000",0.00450832820754168,0.00450832820754168
"one2one","opposite","50%","mean",1,"N","T8000",0.00427368936137647,0.00427368936137647
"one2one","opposite","50%","mean",1,"rda","T1000",0.22718618390609,0.22718618390609
"one2one","opposite","50%","mean",1,"rda","T2000",0.228358418110513,0.228358418110513
"one2one","opposite","50%","mean",1,"rda","T4000",0.229849762205243,0.229849762205242
"one2one","opposite","50%","mean",1,"rda","T8000",0.227451905003782,0.227451905003782
"one2one","opposite","50%","mean",1,"S","T1000",-0.0816235694671508,-0.0816235694671508
"one2one","opposite","50%","mean",1,"S","T2000",-0.0876526254984443,-0.0876526254984443
"one2one","opposite","50%","mean",1,"S","T4000",-0.0888614546265093,-0.0888614546265093
"one2one","opposite","50%","mean",1,"S","T8000",-0.0762574841004858,-0.0762574841004858
"one2one","opposite","50%","mean",2,"jaccard","T1000",0.600578700363567,0.600578700363567
"one2one","opposite","50%","mean",2,"jaccard","T2000",0.60648869131184,0.60648869131184
"one2one","opposite","50%","mean",2,"jaccard","T4000",0.610937176008273,0.610937176008273
"one2one","opposite","50%","mean",2,"jaccard","T8000",0.603050926055731,0.603050926055731
"one2one","opposite","50%","mean",2,"N","T1000",0.0149204033721222,0.0149204033721222
"one2one","opposite","50%","mean",2,"N","T2000",0.00130382517130126,0.00130382517130126
"one2one","opposite","50%","mean",2,"N","T4000",-0.000977661704796592,-0.000977661704796592
"one2one","opposite","50%","mean",2,"N","T8000",-0.000668477853688308,-0.000668477853688308
"one2one","opposite","50%","mean",2,"rda","T1000",0.213639359032925,0.213639359032925
"one2one","opposite","50%","mean",2,"rda","T2000",0.215108332279161,0.215108332279162
"one2one","opposite","50%","mean",2,"rda","T4000",0.217909971189439,0.217909971189439
"one2one","opposite","50%","mean",2,"rda","T8000",0.214225288810315,0.214225288810315
"one2one","opposite","50%","mean",2,"S","T1000",0.0374416863813911,0.0374416863813911
"one2one","opposite","50%","mean",2,"S","T2000",0.0324045961107575,0.0324045961107575
"one2one","opposite","50%","mean",2,"S","T4000",0.0266501314434236,0.0266501314434236
"one2one","opposite","50%","mean",2,"S","T8000",0.0295040938058277,0.0295040938058277
"one2one","opposite","50%","var",1,"jaccard","T1000",0.000814977703279656,0.000814977703279656
"one2one","opposite","50%","var",1,"jaccard","T2000",0.000911072478378227,0.000911072478378227
"one2one","opposite","50%","var",1,"jaccard","T4000",0.00101092952736783,0.00101092952736783
"one2one","opposite","50%","var",1,"jaccard","T8000",0.000995090128943165,0.000995090128943165
"one2one","opposite","50%","var",1,"N","T1000",0.0474849424664923,0.0474849424664923
"one2one","opposite","50%","var",1,"N","T2000",0.0499149008551534,0.0499149008551534
"one2one","opposite","50%","var",1,"N","T4000",0.0525379933948423,0.0525379933948423
"one2one","opposite","50%","var",1,"N","T8000",0.0485882966994102,0.0485882966994102
"one2one","opposite","50%","var",1,"rda","T1000",0.000303744806696001,0.000303744806696001
"one2one","opposite","50%","var",1,"rda","T2000",0.000314411249199491,0.000314411249199491
"one2one","opposite","50%","var",1,"rda","T4000",0.000315685885208703,0.000315685885208704
"one2one","opposite","50%","var",1,"rda","T8000",0.000314784251624229,0.000314784251624228
"one2one","opposite","50%","var",1,"S","T1000",0.0016187864514321,0.0016187864514321
"one2one","opposite","50%","var",1,"S","T2000",0.00171374388169776,0.00171374388169776
"one2one","opposite","50%","var",1,"S","T4000",0.00168657830986865,0.00168657830986865
"one2one","opposite","50%","var",1,"S","T8000",0.0017412262008053,0.0017412262008053
"one2one","opposite","50%","var",2,"jaccard","T1000",0.000956563297785995,0.000956563297785995
"one2one","opposite","50%","var",2,"jaccard","T2000",0.000909217754039231,0.000909217754039231
"one2one","opposite","50%","var",2,"jaccard","T4000",0.00102845649258427,0.00102845649258427
"one2one","opposite","50%","var",2,"jaccard","T8000",0.000945633757986158,0.000945633757986158
"one2one","opposite","50%","var",2,"N","T1000",0.0485069025688634,0.0485069025688634
"one2one","opposite","50%","var",2,"N","T2000",0.0524044886524796,0.0524044886524796
"one2one","opposite","50%","var",2,"N","T4000",0.0534560493913354,0.0534560493913354
"one2one","opposite","50%","var",2,"N","T8000",0.0510784468696758,0.0510784468696758
"one2one","opposite","50%","var",2,"rda","T1000",0.000287937027905959,0.000287937027905961
"one2one","opposite","50%","var",2,"rda","T2000",0.000278250972021471,0.00027825097202147
"one2one","opposite","50%","var",2,"rda","T4000",0.00026081231123341,0.00026081231123341
"one2one","opposite","50%","var",2,"rda","T8000",0.00026876003247909,0.000268760032479089
"one2one","opposite","50%","var",2,"S","T1000",0.00142216811277008,0.00142216811277008
"one2one","opposite","50%","var",2,"S","T2000",0.0015280841209359,0.0015280841209359
"one2one","opposite","50%","var",2,"S","T4000",0.00180537247513235,0.00180537247513235
"one2one","opposite","50%","var",2,"S","T8000",0.00193850450208756,0.00193850450208756
"one2one","opposite","97.5%","mean",1,"jaccard","T1000",0.816548962556874,0.816548962556874
"one2one","opposite","97.5%","mean",1,"jaccard","T2000",0.819204478088279,0.819204478088279
"one2one","opposite","97.5%","mean",1,"jaccard","T4000",0.823190315859571,0.823190315859571
"one2one","opposite","97.5%","mean",1,"jaccard","T8000",0.823887307912634,0.823887307912634
"one2one","opposite","97.5%","mean",1,"N","T1000",0.341987903215768,0.341987903215768
"one2one","opposite","97.5%","mean",1,"N","T2000",0.281675863272779,0.281675863272779
"one2one","opposite","97.5%","mean",1,"N","T4000",0.214761505302774,0.214761505302774
"one2one","opposite","97.5%","mean",1,"N","T8000",0.170357041965213,0.170357041965213
"one2one","opposite","97.5%","mean",1,"rda","T1000",0.338991895933767,0.338991895933768
"one2one","opposite","97.5%","mean",1,"rda","T2000",0.343719456687941,0.343719456687941
"one2one","opposite","97.5%","mean",1,"rda","T4000",0.347160686913683,0.347160686913683
"one2one","opposite","97.5%","mean",1,"rda","T8000",0.346344121670924,0.346344121670924
"one2one","opposite","97.5%","mean",1,"S","T1000",0.452831685460645,0.452831685460645
"one2one","opposite","97.5%","mean",1,"S","T2000",0.447380268534312,0.447380268534312
"one2one","opposite","97.5%","mean",1,"S","T4000",0.443966688320315,0.443966688320315
"one2one","opposite","97.5%","mean",1,"S","T8000",0.452443556234269,0.452443556234269
"one2one","opposite","97.5%","mean",2,"jaccard","T1000",0.811234349727399,0.811234349727399
"one2one","opposite","97.5%","mean",2,"jaccard","T2000",0.816588243658254,0.816588243658254
"one2one","opposite","97.5%","mean",2,"jaccard","T4000",0.814838311174472,0.814838311174472
"one2one","opposite","97.5%","mean",2,"jaccard","T8000",0.830280806631978,0.830280806631978
"one2one","opposite","97.5%","mean",2,"N","T1000",0.454902632893009,0.454902632893009
"one2one","opposite","97.5%","mean",2,"N","T2000",0.466716247064021,0.466716247064021
"one2one","opposite","97.5%","mean",2,"N","T4000",0.372333560474216,0.372333560474216
"one2one","opposite","97.5%","mean",2,"N","T8000",0.282805335690332,0.282805335690332
"one2one","opposite","97.5%","mean",2,"rda","T1000",0.304633409431831,0.304633409431831
"one2one","opposite","97.5%","mean",2,"rda","T2000",0.305172047496693,0.305172047496693
"one2one","opposite","97.5%","mean",2,"rda","T4000",0.306514360891195,0.306514360891195
"one2one","opposite","97.5%","mean",2,"rda","T8000",0.302895606333884,0.302895606333883
"one2one","opposite","97.5%","mean",2,"S","T1000",0.548279084238487,0.548279084238487
"one2one","opposite","97.5%","mean",2,"S","T2000",0.549672426851606,0.549672426851606
"one2one","opposite","97.5%","mean",2,"S","T4000",0.541770672748021,0.541770672748021
"one2one","opposite","97.5%","mean",2,"S","T8000",0.553120125403008,0.553120125403008
"one2one","opposite","97.5%","var",1,"jaccard","T1000",0.00267931964923319,0.00267931964923319
"one2one","opposite","97.5%","var",1,"jaccard","T2000",0.00253670818497548,0.00253670818497548
"one2one","opposite","97.5%","var",1,"jaccard","T4000",0.00306457470192424,0.00306457470192424
"one2one","opposite","97.5%","var",1,"jaccard","T8000",0.00276808232058618,0.00276808232058618
"one2one","opposite","97.5%","var",1,"N","T1000",0.10533174871701,0.10533174871701
"one2one","opposite","97.5%","var",1,"N","T2000",0.123184605317006,0.123184605317006
"one2one","opposite","97.5%","var",1,"N","T4000",0.131491903046385,0.131491903046385
"one2one","opposite","97.5%","var",1,"N","T8000",0.104085623302744,0.104085623302744
"one2one","opposite","97.5%","var",1,"rda","T1000",0.000760171114018634,0.000760171114018639
"one2one","opposite","97.5%","var",1,"rda","T2000",0.000701720824365872,0.000701720824365874
"one2one","opposite","97.5%","var",1,"rda","T4000",0.00073508476511914,0.00073508476511914
"one2one","opposite","97.5%","var",1,"rda","T8000",0.000777093894560768,0.00077709389456077
"one2one","opposite","97.5%","var",1,"S","T1000",0.00435284281617574,0.00435284281617574
"one2one","opposite","97.5%","var",1,"S","T2000",0.0044761395155796,0.0044761395155796
"one2one","opposite","97.5%","var",1,"S","T4000",0.00627705531341024,0.00627705531341024
"one2one","opposite","97.5%","var",1,"S","T8000",0.00526538006566181,0.00526538006566181
"one2one","opposite","97.5%","var",2,"jaccard","T1000",0.00252260252580594,0.00252260252580594
"one2one","opposite","97.5%","var",2,"jaccard","T2000",0.00296520521275678,0.00296520521275678
"one2one","opposite","97.5%","var",2,"jaccard","T4000",0.00341550843846889,0.00341550843846889
"one2one","opposite","97.5%","var",2,"jaccard","T8000",0.00340294189104426,0.00340294189104426
"one2one","opposite","97.5%","var",2,"N","T1000",0.10524194211995,0.10524194211995
"one2one","opposite","97.5%","var",2,"N","T2000",0.137168670855256,0.137168670855256
"one2one","opposite","97.5%","var",2,"N","T4000",0.113166991340573,0.113166991340573
"one2one","opposite","97.5%","var",2,"N","T8000",0.123898203965671,0.123898203965671
"one2one","opposite","97.5%","var",2,"rda","T1000",0.000760696481574011,0.00076069648157401
"one2one","opposite","97.5%","var",2,"rda","T2000",0.000704124684117703,0.000704124684117701
"one2one","opposite","97.5%","var",2,"rda","T4000",0.000683305492932435,0.000683305492932435
"one2one","opposite","97.5%","var",2,"rda","T8000",0.000736041941680112,0.000736041941680113
"one2one","opposite","97.5%","var",2,"S","T1000",0.00547418098219108,0.00547418098219108
"one2one","opposite","97.5%","var",2,"S","T2000",0.00508977526260719,0.00508977526260719
"one2one","opposite","97.5%","var",2,"S","T4000",0.00509599897052822,0.00509599897052822
"one2one","opposite","97.5%","var",2,"S","T8000",0.00556638520820303,0.00556638520820303
"one2one","opposite","mean","mean",1,"jaccard","T1000",0.593052211514204,0.593052211514204
"one2one","opposite","mean","mean",1,"jaccard","T2000",0.59425110638626,0.59425110638626
"one2one","opposite","mean","mean",1,"jaccard","T4000",0.598023551837988,0.598023551837988
"one2one","opposite","mean","mean",1,"jaccard","T8000",0.602373072622521,0.602373072622521
"one2one","opposite","mean","mean",1,"N","T1000",-0.0102166572470432,-0.0102166572470432
"one2one","opposite","mean","mean",1,"N","T2000",-0.00561145431707529,-0.00561145431707529
"one2one","opposite","mean","mean",1,"N","T4000",-0.00451951516414421,-0.00451951516414421
"one2one","opposite","mean","mean",1,"N","T8000",0.00219030770770548,0.00219030770770548
"one2one","opposite","mean","mean",1,"rda","T1000",0.229612532386799,0.229612532386799
"one2one","opposite","mean","mean",1,"rda","T2000",0.230305371411083,0.230305371411083
"one2one","opposite","mean","mean",1,"rda","T4000",0.231809330224893,0.231809330224893
"one2one","opposite","mean","mean",1,"rda","T8000",0.233367953506782,0.233367953506782
"one2one","opposite","mean","mean",1,"S","T1000",-0.0740597420411254,-0.0740597420411254
"one2one","opposite","mean","mean",1,"S","T2000",-0.074761123169728,-0.074761123169728
"one2one","opposite","mean","mean",1,"S","T4000",-0.0756044541710528,-0.0756044541710528
"one2one","opposite","mean","mean",1,"S","T8000",-0.0721513025510802,-0.0721513025510802
"one2one","opposite","mean","mean",2,"jaccard","T1000",0.587506926653763,0.587506926653763
"one2one","opposite","mean","mean",2,"jaccard","T2000",0.589807715775359,0.589807715775359
"one2one","opposite","mean","mean",2,"jaccard","T4000",0.591368196375959,0.591368196375959
"one2one","opposite","mean","mean",2,"jaccard","T8000",0.589607612547371,0.589607612547371
"one2one","opposite","mean","mean",2,"N","T1000",0.0203464840969096,0.0203464840969096
"one2one","opposite","mean","mean",2,"N","T2000",0.0158119377188841,0.0158119377188841
"one2one","opposite","mean","mean",2,"N","T4000",0.00835525663064757,0.00835525663064757
"one2one","opposite","mean","mean",2,"N","T8000",0.015862281577571,0.015862281577571
"one2one","opposite","mean","mean",2,"rda","T1000",0.214226221254632,0.214226221254632
"one2one","opposite","mean","mean",2,"rda","T2000",0.216044682836055,0.216044682836055
"one2one","opposite","mean","mean",2,"rda","T4000",0.217400387268604,0.217400387268604
"one2one","opposite","mean","mean",2,"rda","T8000",0.217527966059645,0.217527966059645
"one2one","opposite","mean","mean",2,"S","T1000",0.0119662944376296,0.0119662944376296
"one2one","opposite","mean","mean",2,"S","T2000",0.0121258818586247,0.0121258818586247
"one2one","opposite","mean","mean",2,"S","T4000",0.0120031819327878,0.0120031819327878
"one2one","opposite","mean","mean",2,"S","T8000",0.0143255054300471,0.0143255054300471
"one2one","opposite","mean","var",1,"jaccard","T1000",0.00102322432375248,0.00102322432375248
"one2one","opposite","mean","var",1,"jaccard","T2000",0.00106292635604018,0.00106292635604018
"one2one","opposite","mean","var",1,"jaccard","T4000",0.00112201483598836,0.00112201483598836
"one2one","opposite","mean","var",1,"jaccard","T8000",0.00113202212973794,0.00113202212973794
"one2one","opposite","mean","var",1,"N","T1000",0.0493747264015062,0.0493747264015062
"one2one","opposite","mean","var",1,"N","T2000",0.0548738305130249,0.0548738305130249
"one2one","opposite","mean","var",1,"N","T4000",0.0558965341204518,0.0558965341204518
"one2one","opposite","mean","var",1,"N","T8000",0.051769318706877,0.051769318706877
"one2one","opposite","mean","var",1,"rda","T1000",0.000351734507933362,0.000351734507933363
"one2one","opposite","mean","var",1,"rda","T2000",0.000321372720697034,0.000321372720697034
"one2one","opposite","mean","var",1,"rda","T4000",0.000342085629842502,0.000342085629842502
"one2one","opposite","mean","var",1,"rda","T8000",0.000348917734287836,0.000348917734287835
"one2one","opposite","mean","var",1,"S","T1000",0.00177847318536601,0.00177847318536601
"one2one","opposite","mean","var",1,"S","T2000",0.00187731309115623,0.00187731309115623
"one2one","opposite","mean","var",1,"S","T4000",0.00216961710598776,0.00216961710598776
"one2one","opposite","mean","var",1,"S","T8000",0.00217767254447024,0.00217767254447024
"one2one","opposite","mean","var",2,"jaccard","T1000",0.00101779545439158,0.00101779545439158
"one2one","opposite","mean","var",2,"jaccard","T2000",0.00111077990946168,0.00111077990946168
"one2one","opposite","mean","var",2,"jaccard","T4000",0.00120792743366695,0.00120792743366695
"one2one","opposite","mean","var",2,"jaccard","T8000",0.00118870152624522,0.00118870152624522
"one2one","opposite","mean","var",2,"N","T1000",0.0517548163671955,0.0517548163671955
"one2one","opposite","mean","var",2,"N","T2000",0.0565817020406528,0.0565817020406528
"one2one","opposite","mean","var",2,"N","T4000",0.0559911445652008,0.0559911445652008
"one2one","opposite","mean","var",2,"N","T8000",0.0550620965025227,0.0550620965025227
"one2one","opposite","mean","var",2,"rda","T1000",0.000309368959312942,0.000309368959312942
"one2one","opposite","mean","var",2,"rda","T2000",0.000316262964054932,0.000316262964054932
"one2one","opposite","mean","var",2,"rda","T4000",0.000310240171173707,0.000310240171173707
"one2one","opposite","mean","var",2,"rda","T8000",0.000307523471121652,0.000307523471121652
"one2one","opposite","mean","var",2,"S","T1000",0.00179427877102231,0.00179427877102231
"one2one","opposite","mean","var",2,"S","T2000",0.00187671267738623,0.00187671267738623
"one2one","opposite","mean","var",2,"S","T4000",0.00201661152570356,0.00201661152570356
"one2one","opposite","mean","var",2,"S","T8000",0.00229773605370247,0.00229773605370247
"one2one","opposite","var","mean",1,"jaccard","T1000",0.0195430532913203,0.0195430532913203
"one2one","opposite","var","mean",1,"jaccard","T2000",0.0196162505753053,0.0196162505753053
"one2one","opposite","var","mean",1,"jaccard","T4000",0.0197673647019044,0.0197673647019044
"one2one","opposite","var","mean",1,"jaccard","T8000",0.019510911960094,0.019510911960094
"one2one","opposite","var","mean",1,"N","T1000",0.0262433140408042,0.0262433140408042
"one2one","opposite","var","mean",1,"N","T2000",0.0216450849671548,0.0216450849671548
"one2one","opposite","var","mean",1,"N","T4000",0.0168713957475801,0.0168713957475801
"one2one","opposite","var","mean",1,"N","T8000",0.0127420176399354,0.0127420176399354
"one2one","opposite","var","mean",1,"rda","T1000",0.00315177221650556,0.00315177221650556
"one2one","opposite","var","mean",1,"rda","T2000",0.00323454982382789,0.00323454982382789
"one2one","opposite","var","mean",1,"rda","T4000",0.0032889442561816,0.0032889442561816
"one2one","opposite","var","mean",1,"rda","T8000",0.00320108638686414,0.00320108638686414
"one2one","opposite","var","mean",1,"S","T1000",0.0778627860251764,0.0778627860251764
"one2one","opposite","var","mean",1,"S","T2000",0.0783801989966787,0.0783801989966787
"one2one","opposite","var","mean",1,"S","T4000",0.0779022617123728,0.0779022617123728
"one2one","opposite","var","mean",1,"S","T8000",0.0774755571246527,0.0774755571246527
"one2one","opposite","var","mean",2,"jaccard","T1000",0.0177410569492877,0.0177410569492877
"one2one","opposite","var","mean",2,"jaccard","T2000",0.0180254537616321,0.0180254537616321
"one2one","opposite","var","mean",2,"jaccard","T4000",0.018075910605015,0.018075910605015
"one2one","opposite","var","mean",2,"jaccard","T8000",0.0182442296294874,0.0182442296294874
"one2one","opposite","var","mean",2,"N","T1000",0.0270103292454252,0.0270103292454252
"one2one","opposite","var","mean",2,"N","T2000",0.0223987968495344,0.0223987968495344
"one2one","opposite","var","mean",2,"N","T4000",0.0208812746238432,0.0208812746238432
"one2one","opposite","var","mean",2,"N","T8000",0.0146296252140294,0.0146296252140294
"one2one","opposite","var","mean",2,"rda","T1000",0.00231844962527265,0.00231844962527265
"one2one","opposite","var","mean",2,"rda","T2000",0.00231681369183651,0.00231681369183651
"one2one","opposite","var","mean",2,"rda","T4000",0.00219911463679337,0.00219911463679337
"one2one","opposite","var","mean",2,"rda","T8000",0.00235909338269908,0.00235909338269908
"one2one","opposite","var","mean",2,"S","T1000",0.0899284229634937,0.0899284229634937
"one2one","opposite","var","mean",2,"S","T2000",0.0907298808296089,0.0907298808296089
"one2one","opposite","var","mean",2,"S","T4000",0.0913942991790899,0.0913942991790899
"one2one","opposite","var","mean",2,"S","T8000",0.0903456846419962,0.0903456846419962
"one2one","opposite","var","var",1,"jaccard","T1000",4.93803610182696e-07,4.93803610182696e-07
"one2one","opposite","var","var",1,"jaccard","T2000",4.48971838346731e-07,4.48971838346731e-07
"one2one","opposite","var","var",1,"jaccard","T4000",6.21272460239467e-07,6.21272460239467e-07
"one2one","opposite","var","var",1,"jaccard","T8000",4.63818069641725e-07,4.63818069641725e-07
"one2one","opposite","var","var",1,"N","T1000",0.000616218329626642,0.000616218329626642
"one2one","opposite","var","var",1,"N","T2000",0.000803295276396196,0.000803295276396196
"one2one","opposite","var","var",1,"N","T4000",0.000902347615543732,0.000902347615543732
"one2one","opposite","var","var",1,"N","T8000",0.000626031184736306,0.000626031184736306
"one2one","opposite","var","var",1,"rda","T1000",3.6250514256531e-08,3.62505142565311e-08
"one2one","opposite","var","var",1,"rda","T2000",2.77944266647824e-08,2.77944266647825e-08
"one2one","opposite","var","var",1,"rda","T4000",3.3030487566493e-08,3.30304875664929e-08
"one2one","opposite","var","var",1,"rda","T8000",3.89861361019525e-08,3.89861361019527e-08
"one2one","opposite","var","var",1,"S","T1000",1.09522998402589e-06,1.09522998402589e-06
"one2one","opposite","var","var",1,"S","T2000",1.2910652264529e-06,1.2910652264529e-06
"one2one","opposite","var","var",1,"S","T4000",2.50113501318727e-06,2.50113501318727e-06
"one2one","opposite","var","var",1,"S","T8000",2.38937496354623e-06,2.38937496354623e-06
"one2one","opposite","var","var",2,"jaccard","T1000",3.90334359491472e-07,3.90334359491472e-07
"one2one","opposite","var","var",2,"jaccard","T2000",5.51518455036023e-07,5.51518455036023e-07
"one2one","opposite","var","var",2,"jaccard","T4000",8.76539998165816e-07,8.76539998165816e-07
"one2one","opposite","var","var",2,"jaccard","T8000",6.7889928773658e-07,6.7889928773658e-07
"one2one","opposite","var","var",2,"N","T1000",0.000602312626502203,0.000602312626502203
"one2one","opposite","var","var",2,"N","T2000",0.000836694460021435,0.000836694460021435
"one2one","opposite","var","var",2,"N","T4000",0.000759864716948368,0.000759864716948368
"one2one","opposite","var","var",2,"N","T8000",0.00072588140752864,0.00072588140752864
"one2one","opposite","var","var",2,"rda","T1000",2.73889258069293e-08,2.73889258069292e-08
"one2one","opposite","var","var",2,"rda","T2000",3.32646179265186e-08,3.32646179265187e-08
"one2one","opposite","var","var",2,"rda","T4000",3.6147169016338e-08,3.61471690163378e-08
"one2one","opposite","var","var",2,"rda","T8000",2.95758792335561e-08,2.95758792335562e-08
"one2one","opposite","var","var",2,"S","T1000",1.72384230900586e-06,1.72384230900586e-06
"one2one","opposite","var","var",2,"S","T2000",1.73170313969752e-06,1.73170313969752e-06
"one2one","opposite","var","var",2,"S","T4000",1.61871180961453e-06,1.61871180961453e-06
"one2one","opposite","var","var",2,"S","T8000",2.08356598748303e-06,2.08356598748303e-06
"one2one","same","2.5%","mean",1,"jaccard","T1000",-0.193044501847596,-0.193044501847596
"one2one","same","2.5%","mean",1,"jaccard","T2000",-0.189470367813602,-0.189470367813602
"one2one","same","2.5%","mean",1,"jaccard","T4000",-0.179824762628708,-0.179824762628708
"one2one","same","2.5%","mean",1,"jaccard","T8000",-0.186838133620276,-0.186838133620276
"one2one","same","2.5%","mean",1,"N","T1000",-0.277897289739364,-0.277897289739364
"one2one","same","2.5%","mean",1,"N","T2000",-0.238779050579485,-0.238779050579485
"one2one","same","2.5%","mean",1,"N","T4000",-0.190462099817059,-0.190462099817059
"one2one","same","2.5%","mean",1,"N","T8000",-0.206375323448562,-0.206375323448562
"one2one","same","2.5%","mean",1,"rda","T1000",0.0214405750284756,0.0214405750284756
"one2one","same","2.5%","mean",1,"rda","T2000",0.0219233905222825,0.0219233905222825
"one2one","same","2.5%","mean",1,"rda","T4000",0.0224724203057696,0.0224724203057696
"one2one","same","2.5%","mean",1,"rda","T8000",0.0204952109986852,0.0204952109986852
"one2one","same","2.5%","mean",1,"S","T1000",-0.389240997678942,-0.389240997678942
"one2one","same","2.5%","mean",1,"S","T2000",-0.385571036005387,-0.385571036005387
"one2one","same","2.5%","mean",1,"S","T4000",-0.384636642803255,-0.384636642803255
"one2one","same","2.5%","mean",1,"S","T8000",-0.398450966168142,-0.398450966168142
"one2one","same","2.5%","mean",2,"jaccard","T1000",0.791347202209578,0.791347202209578
"one2one","same","2.5%","mean",2,"jaccard","T2000",0.801578564958889,0.801578564958889
"one2one","same","2.5%","mean",2,"jaccard","T4000",0.818292885146541,0.818292885146541
"one2one","same","2.5%","mean",2,"jaccard","T8000",0.823811746374977,0.823811746374977
"one2one","same","2.5%","mean",2,"N","T1000",-0.583401908855498,-0.583401908855498
"one2one","same","2.5%","mean",2,"N","T2000",-0.539914767872379,-0.539914767872379
"one2one","same","2.5%","mean",2,"N","T4000",-0.532385360948284,-0.532385360948284
"one2one","same","2.5%","mean",2,"N","T8000",-0.512787192480858,-0.512787192480858
"one2one","same","2.5%","mean",2,"rda","T1000",0.209238470779809,0.209238470779809
"one2one","same","2.5%","mean",2,"rda","T2000",0.210368643752281,0.210368643752281
"one2one","same","2.5%","mean",2,"rda","T4000",0.217802958888458,0.217802958888458
"one2one","same","2.5%","mean",2,"rda","T8000",0.214098560365727,0.214098560365727
"one2one","same","2.5%","mean",2,"S","T1000",-0.700922290990493,-0.700922290990493
"one2one","same","2.5%","mean",2,"S","T2000",-0.709997496016677,-0.709997496016677
"one2one","same","2.5%","mean",2,"S","T4000",-0.706053697627496,-0.706053697627496
"one2one","same","2.5%","mean",2,"S","T8000",-0.696999240263201,-0.696999240263201
"one2one","same","2.5%","var",1,"jaccard","T1000",0.000175448351830872,0.000175448351830872
"one2one","same","2.5%","var",1,"jaccard","T2000",0.000141969548637244,0.000141969548637244
"one2one","same","2.5%","var",1,"jaccard","T4000",0.00012334144542261,0.00012334144542261
"one2one","same","2.5%","var",1,"jaccard","T8000",0.000130901457694706,0.000130901457694706
"one2one","same","2.5%","var",1,"N","T1000",0.000366716837997576,0.000366716837997576
"one2one","same","2.5%","var",1,"N","T2000",0.000279947663038676,0.000279947663038676
"one2one","same","2.5%","var",1,"N","T4000",0.000503795006006224,0.000503795006006224
"one2one","same","2.5%","var",1,"N","T8000",0.000291460178423745,0.000291460178423745
"one2one","same","2.5%","var",1,"rda","T1000",1.41323288105364e-05,1.41323288105364e-05
"one2one","same","2.5%","var",1,"rda","T2000",1.55304791001635e-05,1.55304791001636e-05
"one2one","same","2.5%","var",1,"rda","T4000",1.55443552525507e-05,1.55443552525507e-05
"one2one","same","2.5%","var",1,"rda","T8000",2.05910129451759e-05,2.05910129451759e-05
"one2one","same","2.5%","var",1,"S","T1000",0.000440725485344744,0.000440725485344744
"one2one","same","2.5%","var",1,"S","T2000",0.000379114656512309,0.000379114656512309
"one2one","same","2.5%","var",1,"S","T4000",0.000306617573323796,0.000306617573323796
"one2one","same","2.5%","var",1,"S","T8000",0.000582848627933496,0.000582848627933496
"one2one","same","2.5%","var",2,"jaccard","T1000",3.47133669980921e-05,3.47133669980921e-05
"one2one","same","2.5%","var",2,"jaccard","T2000",1.95436202084178e-05,1.95436202084178e-05
"one2one","same","2.5%","var",2,"jaccard","T4000",3.15189881786556e-05,3.15189881786556e-05
"one2one","same","2.5%","var",2,"jaccard","T8000",2.82061965687509e-05,2.82061965687509e-05
"one2one","same","2.5%","var",2,"N","T1000",0.000227968731953656,0.000227968731953656
"one2one","same","2.5%","var",2,"N","T2000",0.000147526223682528,0.000147526223682528
"one2one","same","2.5%","var",2,"N","T4000",0.000230338204251572,0.000230338204251572
"one2one","same","2.5%","var",2,"N","T8000",0.000305495806227355,0.000305495806227355
"one2one","same","2.5%","var",2,"rda","T1000",8.7369318623771e-05,8.73693186237703e-05
